,Compound,R2,LOQ,SFBlank_1,SFBlank_2,SFBlank_3,Nov11_1,Nov11_2,Nov11_3,Nov13_1,Nov13_2,Nov13_3,Nov14_1,Nov14_2,Nov14_3,Nov15_1,Nov15_2,Nov15_3,Nov16_1,Nov16_2,Nov16_3,Nov17_1,Nov17_2,Nov17_3,Nov18_1,Nov18_2,Nov18_3,Nov19_1,Nov19_2,Nov19_3,Nov20_1,Nov20_2,Nov20_3,Nov21_1,Nov21_2,Nov21_3,Nov22_1,Nov22_2,Nov22_3,Nov23_1,Nov23_2,Nov23_3,Nov24_1,Nov24_2,Nov24_3,Nov25_1,Nov25_2,Nov25_3,Nov26_1,Nov26_2,Nov26_3,Nov27_1,Nov27_2,Nov27_3,Nov28_1,Nov28_2,Nov28_3,Nov29_1,Nov29_2,Nov29_3,Nov30_1,Nov30_2,Nov30_3,Dec1_1,Dec1_2,Dec1_3,FFBlank_1,FFBlank_2,FFBlank_3
34,Atropine,0.9712,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,148.375911,95.05356046,54.08402002,89.93418387,103.940735,74.53114526,<LOQ,<LOQ,<LOQ,184.4093561,198.0028879,99.90282741,62.21369949,67.2764241,163.5401864,100.9982572,36.98211081,52.37926932,140.6104951,329.2070585,150.5299544,52.74530831,347.6965729,333.0379809,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,56.93195104,59.25755564,128.5088601,301.8763384,134.6727915,153.7919548,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,111.8653234,125.4843516,125.2831189,<LOQ,<LOQ,<LOQ
35,Baclofen,0.9841,25,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,282.0829851,870.5006052,622.8805883,<LOQ,<LOQ,<LOQ,105.2383034,158.4498798,88.52123592,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
36,Bentazone,0.9235,1,0.158860853,0.115103559,0.106702561,1.173456842,1.317200298,2.067574384,2.750351876,2.122405342,3.412739293,1.231850545,3.043891615,1.884569084,0.575826652,0.449823285,0.161411699,<LOQ,<LOQ,0.188573482,5.20894408,4.787271255,2.66599045,2.440811139,1.340188638,0.774043193,2.753293935,1.662208193,1.266091186,3.06591196,2.003879958,1.206225957,1.6353801,0.870326397,0.325638415,0.500403543,0.341278568,0.274666442,<LOQ,<LOQ,<LOQ,1.338007882,1.065528667,0.963923081,3.817551741,2.923662955,1.440965647,0.70683723,1.266317714,2.884381353,<LOQ,0.086010108,0.376554725,0.369927967,0.251896503,0.537524523,0.131481926,0.337715859,0.118351733,0.125198676,0.105065897,0.323919832,3.835150872,3.017780714,4.846335359,0.547769378,0.610005093,0.473852818
37,Benzophenone,0.0048,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
38,Benzothiazole,0.0235,NA,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
39,Benzotriazole,0.9494,25,<LOQ,<LOQ,<LOQ,41607.06617,16300.26047,14896.01141,13312.5381,8835.499991,12429.81714,15919.01465,8193.266394,8246.121268,6187.423994,14845.4153,5797.515676,11359.22713,3634.389819,5130.736376,20053.71227,21284.86679,24968.20095,11276.07776,13381.66944,21000.11798,22607.17156,3738.204843,10493.73384,26069.36835,18673.1881,36923.83889,8156.423164,37392.94609,31070.51008,7241.627014,6915.559528,16580.51754,3238.973223,10386.74661,9655.580702,10218.33231,14850.80741,21763.86752,15320.9456,4757.547601,12542.5531,13491.19543,26660.46609,10682.50382,639.155878,520.0811275,542.5655168,1715.584196,1391.460887,1680.986227,1070.404131,933.998427,6581.561931,2695.095889,3107.557513,2253.071634,5232.905653,3998.591647,4362.989792,28.85313796,<LOQ,39.58690339
40,Benzotriazole_methyl-1H,0.9875,1,42.08448634,41.56182987,37.33321307,74158.45377,66933.54977,63698.43777,28414.88236,24878.56195,23366.28278,30884.2009,31354.70865,24883.86665,18536.44866,15532.29784,14842.83189,12453.28319,11068.72542,10755.96397,20893.27242,20316.83263,24294.25807,35048.98421,29880.73591,29040.5441,25239.46152,27466.85202,22151.48642,22831.86004,26479.63716,23061.72213,30825.36965,34102.24043,27739.47722,17071.00055,16716.94141,18917.33035,15985.39843,16187.06555,16129.4154,20364.89933,20051.72392,21071.32978,31574.95865,29009.75896,30868.16939,32744.1668,33331.38614,31166.47158,20146.87785,24474.67645,23653.07628,23467.90951,22500.06751,22846.56907,21848.07626,19874.95958,23247.90841,25489.04631,23722.18186,24793.92597,30191.78966,30683.4351,29288.49575,478.4251649,470.063141,458.3211205
41,Benzoylecgonine,0.9844,50,<LOQ,<LOQ,<LOQ,34425.8889,16960.18742,13954.13369,22355.10339,13549.94734,19172.36636,18803.63116,11495.17866,11554.68374,13914.72075,32707.10699,12480.54374,22104.98306,8953.933495,11608.4472,19543.57182,19692.72783,26051.35682,15746.15097,20788.30488,27916.57397,23313.69527,4506.910231,12057.53657,31983.62716,27068.0781,49467.64007,11849.10323,51982.62323,49652.72177,15700.55625,17160.40441,39043.25381,6465.603409,17562.70201,17612.32692,9491.531722,11760.77524,19458.07232,23769.16896,6779.67993,16573.19862,17542.73056,34672.47355,14194.47842,1911.297687,1665.11826,1745.352022,7773.478873,6291.648942,6759.319172,4285.230784,4161.709832,24613.03925,7899.419741,9213.581611,6098.730558,6151.051558,4762.955184,4503.382581,<LOQ,<LOQ,<LOQ
42,Bupropion,0.9978,5,<LOQ,<LOQ,<LOQ,165.2883934,172.7803003,169.5519638,159.6329792,173.5251633,177.3420417,194.8032337,204.8061794,194.9595332,223.7278058,247.6723179,233.5050689,191.4931394,193.1874324,182.9402217,168.049015,168.4923008,160.7304991,172.0932982,160.2007692,177.8752509,182.9014858,200.0116182,209.5219365,269.212675,255.7682905,272.7194033,248.6278144,225.000883,234.2071719,196.9679044,176.361881,172.4105324,216.20726,214.6008586,215.0058378,220.9009726,251.3497504,216.5653714,184.4595692,195.3403456,160.0083446,225.8669273,255.0923978,246.3947585,235.8241119,235.0726989,236.4369793,227.5029044,214.9413434,243.5526588,233.8709416,245.4216853,261.9467548,299.6865579,262.2627063,279.3397465,252.957486,218.5002835,234.7807977,20.41908228,19.37837124,14.71136513
43,Butalbital,0.9922,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,3.870343446,2.996390934,3.516179779
44,Caffeine,0.9925,25,<LOQ,<LOQ,<LOQ,220329.4237,<LOQ,592008.9767,340385.5916,199001.6391,608602.8773,201051.98,281231.1668,161321.6271,186176.9915,221642.4111,700136.9033,<LOQ,248246.4542,<LOQ,245443.8081,634644.7135,892629.7073,330592.3547,165773.1271,347822.2167,<LOQ,<LOQ,371259.6359,<LOQ,182900.3974,<LOQ,<LOQ,<LOQ,288611.8054,404618.8922,<LOQ,105438.0096,205578.3391,379922.7732,350501.0224,345086.6742,370391.2869,247996.2614,351528.5272,249004.7362,<LOQ,893904.6451,428784.064,<LOQ,50338.54405,169297.1091,123009.4552,269760.2185,171685.4233,<LOQ,150129.4514,159375.1219,110580.3118,76463.30665,340919.4403,<LOQ,84725.02736,99928.79317,77870.92561,355.9292342,462.9693647,328.2027798
45,Candesartan,0.9952,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
46,Carbamazepine,0.9974,1,<LOQ,<LOQ,<LOQ,215.2157922,245.2690662,219.7094761,244.4497919,256.0561833,245.0538464,201.4211505,205.6217638,211.5976595,212.326442,206.1190614,211.8460566,295.1647297,283.2883101,312.1662412,262.4521803,291.4731634,256.9326287,239.7863438,238.6115456,242.5383056,248.6678378,232.4590295,217.4740557,238.597874,235.8776567,222.9274822,216.9107976,241.3033865,246.7122343,229.5459748,247.8751502,230.553619,250.6015637,247.9339421,233.3074364,219.0278057,198.1536607,219.6538767,259.9954756,256.4797835,276.8254206,236.7829269,228.2726115,233.9782098,179.482914,194.7004381,177.4644943,228.0139086,221.6392631,221.9503684,260.3134392,262.3060074,231.023475,223.3771548,226.1175898,216.4151008,204.8414155,189.2435306,202.8629868,2.373804646,1.096446561,2.536780923
47,"Carbamazepine-10,11-epoxide",0.9961,1,<LOQ,<LOQ,<LOQ,308.7943588,346.6374312,241.8333702,710.2049425,710.4140023,606.4110297,246.9741028,229.5637915,238.4403178,215.8549379,159.1939838,165.4936819,198.1872842,161.8177568,254.8265109,198.8795143,201.762142,201.1320893,214.6745566,273.8429199,232.3646812,202.7685312,202.303544,163.7861204,207.6465125,176.6787755,168.4411565,214.8592764,213.8545754,210.5718724,248.2406375,224.8637991,224.3068606,230.3846869,230.8894885,205.4378028,209.4912375,186.4134796,219.3009064,277.8788696,168.0864008,235.770388,183.094965,193.7915721,208.8013361,157.4338627,160.2236233,161.1348669,184.2462253,172.4489841,192.5114823,210.0136298,235.3874766,260.7296391,211.1232326,175.3338437,191.1004076,179.868565,161.2473343,173.0071934,7.475294726,7.220347894,7.394285638
48,Carbendazim,0.9969,5,<LOQ,<LOQ,<LOQ,365.8223008,328.5188961,341.5689997,353.6400608,328.3376709,350.1780615,272.5171474,210.704628,278.9984991,561.7470718,539.5251684,467.7532827,424.5834696,390.9364267,421.1394714,388.8785435,339.2655778,315.8004966,233.4727314,289.0503529,240.3724505,289.7530946,230.7994359,217.1840646,214.3963351,173.5125263,176.741248,237.5718124,238.6697144,221.8899218,214.7674622,224.8143565,221.8978479,379.0428709,372.410716,381.8532452,171.7414197,252.4441096,217.7256162,168.2727418,200.3302104,178.8977251,287.4431104,295.1891951,413.5222707,133.8206822,165.0522714,191.9557366,442.4207073,313.4504761,382.5315431,599.2837292,725.9255661,587.8692382,705.8087845,703.8301107,670.8034786,392.8910391,357.7760742,338.1794422,<LOQ,<LOQ,<LOQ
49,Carisoprodol,0.9995,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,650.8452961,638.5523131,624.2322777,67.32085249,75.35008728,89.31953186,24.59410091,23.4218429,28.4806596,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
50,Celecoxib,0.9935,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
51,Cetirizine,0.907,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,8547.594151,9284.340222,3772.501002,7443.846927,4172.015993,4125.289245,7545.755872,2968.438145,4930.071467,6682.097908,7532.071029,5682.533071,1757.721229,3246.713901,3125.729099,8532.398864,5293.162022,4031.853055,1890.924832,2798.305554,2826.31512,5141.383641,6079.031059,5066.009064,5779.077336,8477.559172,2521.82118,13992.85911,17609.85777,15559.19452,943.4036046,1348.337298,1290.188683,2151.274891,2679.503468,4015.608119,4340.095389,4316.317505,4055.358651,2193.447597,1363.345934,2619.782139,5293.898852,3673.887917,5796.107538,6551.405542,6841.970847,6189.357259,4116.748222,6863.04899,2877.637489,1501.452883,2317.488251,1576.714182,9352.233049,6873.866999,8211.249277,154.898785,159.6541628,145.2055754
52,Chlorpheniramine,0.9757,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
53,Cimetidine,0.828,50,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
54,Ciprofloxacin,0.9121,50,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
55,Citalopram,0.9948,5,<LOQ,<LOQ,<LOQ,9.068745837,9.594939431,10.89694831,18.1062772,13.9271739,16.86013816,9.798711637,19.26314232,13.30605647,23.10575793,20.59067433,24.88583923,19.79398803,18.15808804,16.90834699,9.775360945,11.9843515,8.618371094,9.906171776,11.80859871,16.40156812,19.31168341,22.03187904,16.44777753,23.26973611,16.11215169,20.45653865,24.95400511,25.39433956,24.8081315,21.21259757,24.03525806,24.62618102,24.94796681,22.55585028,27.37878887,23.1976196,25.43819831,22.53310453,13.86310722,14.3833061,10.72220978,32.12090706,34.30338152,38.42740585,32.25315112,36.97184594,35.47954781,32.96032496,36.35496693,34.78922253,24.7506588,20.81204802,27.33656879,59.77850686,64.68877764,56.83103761,19.61605837,30.89489178,24.04618242,16.41100873,15.77356266,18.29683999
56,Citric_Acid,0.1479,1,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM,DNM
57,Clarithromycin,0.9832,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,34.61073903,21.33634891,41.92052288,37.12925845,42.39708478,23.39420024,115.1833443,140.8854142,89.61587333,103.1438095,123.9379355,120.3088274,120.9704882,74.84403417,39.04308446,104.3589372,64.13793471,43.56710363,69.1101741,86.43494541,113.0019954,24.30877472,46.02473479,49.23215168,99.7447801,52.00670539,108.0035732,172.8571431,181.6700384,140.2843759,123.7988784,132.5912294,88.5161906,109.3931614,94.5706513,111.1774382,153.1960304,106.9697683,125.0990508,111.4169416,93.17146496,76.27175735,22.24926349,48.74545023,16.09398614,16.28428961,19.45624513,33.11124555,45.04554284,26.16800979,26.80592761,34.50795777,41.12441535,36.46675584,<LOQ,56.4250043,42.78630974,<LOQ,<LOQ,<LOQ
58,Climbazole,0.9833,1,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
59,Clindamycin,0.8565,25,<LOQ,<LOQ,<LOQ,428.0234244,534.7920184,534.3180096,416.568149,499.1517315,520.5489768,635.5599792,592.222623,418.5726818,367.3319689,298.092,344.7335787,382.3064934,438.2452942,392.1975155,506.5504926,452.539804,406.1292649,619.5459653,545.8201905,519.2451556,439.6802352,440.8302246,477.0797023,547.4589346,630.498239,388.8031535,708.4776539,618.9523912,735.7789002,551.5886021,446.1563699,522.1609263,555.1148575,767.4509148,651.7930647,596.5106332,537.8024646,562.3752311,564.4436746,676.7860824,645.6854441,361.5275859,389.6007178,414.422598,291.1310075,305.3847646,362.6630159,407.4524823,474.2304078,379.5320874,510.4937507,423.0715456,429.266208,300.7213876,277.2237549,300.4730037,484.8391853,236.8760547,483.1617123,<LOQ,<LOQ,<LOQ
60,Codeine,0.9831,1,<LOQ,<LOQ,<LOQ,286.9187693,239.1206944,267.4361637,110.4949441,124.0949343,163.935437,128.2737699,107.6339316,155.9979059,127.6390338,105.8392091,134.5554136,118.6414179,118.438146,151.266916,122.8133491,124.0008276,120.7343924,113.144198,127.1236469,144.8643457,225.783949,155.2002746,139.2021401,230.6779787,163.5568079,168.5243639,172.0467728,224.9745711,192.856534,170.4129921,184.5497022,182.2495707,239.1356022,200.3720144,217.3661237,166.3868082,184.3903484,155.0145628,203.0908992,243.8542152,217.5212776,272.6468675,240.3162824,247.0894475,76.8061164,91.32487513,96.41754887,170.3462704,140.674083,146.5677271,132.5258421,180.1248579,135.9384159,159.545904,157.4750652,133.3295854,117.3803453,100.691542,101.7628224,3.746540435,4.166857046,3.807959148
61,Corticosterone,0.9954,5,<LOQ,<LOQ,<LOQ,4175.401847,4106.754426,5739.128754,2690.234746,1464.201747,1979.544571,2116.948952,617.1324296,830.9061105,805.2996459,1725.983764,1193.415499,1428.017174,2141.251139,2106.316203,1595.129792,3037.007168,1409.307938,1636.253429,2519.418945,2239.010698,1858.120735,1409.901883,1931.381288,1982.489014,2114.305427,2046.661697,2227.307947,1718.306061,1505.431843,1708.56836,2514.156796,1455.014996,2525.025604,2391.087117,1320.049094,2301.843307,1576.744133,1225.239434,1694.045226,3035.920607,2661.626229,768.3790927,443.1387518,1711.353231,988.7630232,533.2966088,542.3106937,890.1768802,1057.631084,2161.20724,658.7263113,2142.889155,1945.176746,1745.354604,1683.643995,1504.545241,2075.199423,1242.652842,1812.147036,<LOQ,<LOQ,<LOQ
62,Cotinine,0.9383,1,2.920830345,2.935370301,2.41931961,1331.570782,1632.920904,1634.18354,1732.437394,2989.478798,1868.140444,5960.184313,6116.692705,6647.188927,1353.082439,7195.147623,1293.919567,2813.306832,1193.201173,1697.967719,8868.560566,3663.131601,3153.267407,8870.65232,1990.822701,3262.771384,1183.128227,1426.429514,2151.712745,1160.67031,2717.284503,1529.003159,2414.078815,3556.926631,2388.371928,1436.867545,2004.959458,2408.713561,1222.308745,1305.160378,1245.022427,1323.05616,1574.804547,1723.802815,1385.100532,747.401265,1609.291395,1713.394747,1237.99149,1091.46467,179.3932092,277.3865339,343.2524419,576.5993253,703.9173661,651.2843298,424.5035188,503.1361798,663.2831274,549.116404,554.431702,745.1840071,653.24559,876.6820979,736.5605289,9.443282277,10.64593837,11.0606693
63,Coumarin,0.8891,1,-3.179343606,-12.84947698,-7.434020402,308.8971194,354.9235305,339.0396144,381.8738504,409.5993676,391.9041764,445.3402818,464.8463644,449.2865582,394.0409076,411.8360161,431.7569457,430.4354344,445.3500253,410.5822463,300.1509033,283.3225475,298.8653407,344.0051317,317.6951936,382.6606369,399.145664,377.419148,405.2351018,418.0236536,415.8782417,445.1507965,386.3665033,392.2804083,364.7218736,425.2762807,403.5919343,378.6150567,440.4733884,439.2093866,432.1054868,353.3384741,407.002407,353.5326023,338.5898527,341.3713425,326.4858803,387.8176046,357.1570773,360.3194632,315.9597642,335.1757656,334.7429521,362.7663977,374.4850219,376.8151328,418.5082511,392.493043,399.6261779,366.7307167,340.7939929,359.3611558,328.1300269,346.7143301,337.5281328,56.25971965,39.1068737,40.44887843
64,DEET,0.9848,1,13.10349525,11.73404765,12.20814294,3987.943949,4057.641455,4085.14195,2674.392801,2696.287932,2534.144904,2863.425469,2771.642085,2822.017191,2869.481778,2794.947959,2809.300769,3001.381242,2918.033926,3332.671276,4511.76866,4589.36123,4210.926622,3209.673854,3338.914919,3105.904294,2744.958059,2439.576638,2345.450197,1989.019895,1934.066683,1805.030386,3620.385757,3758.440081,3803.623267,2638.463698,2731.038446,2714.565023,3249.130034,3278.203259,3084.451712,2876.606481,2707.464353,3039.581385,9969.813242,8847.510534,10553.11639,3225.708867,3103.309271,3659.858634,1119.084524,1211.353988,1219.621621,1537.448117,1546.680635,1505.102102,1579.273339,1502.770312,1303.913553,2606.744799,2363.342396,2728.198389,2877.890418,2810.501402,2684.827526,44.62995796,40.9733629,41.94003225
65,Desmethylvenlafaxine,0.9955,25,<LOQ,<LOQ,<LOQ,4093.736895,3639.101721,3431.087123,2843.512071,2912.874209,2673.442238,3323.697449,3381.096415,3657.519831,2594.507141,2347.307918,2658.330571,2471.440237,2267.459987,2652.713862,3689.119394,3810.164011,3820.820128,3468.036924,3171.708705,3603.068197,2484.088749,2539.063044,2391.606972,2745.400757,2551.791687,2847.772645,3035.83149,3387.967195,3136.795558,2797.705882,2828.122126,2954.332788,3151.911824,2843.7668,2839.288178,2667.516853,2451.295447,2561.56548,2945.304483,2810.373243,3217.351536,2398.894726,2308.531103,2390.500897,1744.052039,1710.223336,1584.470164,2085.100265,2079.617355,2036.412707,2414.701275,2326.868845,2444.861997,2729.517614,2677.368784,2451.705198,2554.334782,2262.130412,2723.294691,60.37420251,52.50101438,33.95430786
66,Dexamethasone,0.9379,50,<LOQ,<LOQ,<LOQ,557.2905556,292.5062293,861.9886969,405.7587728,1244.623283,809.8814746,441.8335215,152.4605859,369.9846011,557.4722094,668.6292256,349.8745246,802.2966119,390.2192678,270.7224826,391.5934563,264.0141193,86.93051213,355.5727775,<LOQ,89.88876449,509.0726958,<LOQ,493.4599517,385.054237,<LOQ,201.8412777,294.8657773,190.8095092,484.8448383,107.0496083,397.574922,322.6315034,354.8102081,286.5929135,<LOQ,<LOQ,375.0649928,451.7374075,316.3314325,255.9769136,<LOQ,492.4301018,516.5895392,<LOQ,74.43153277,310.974328,138.7898806,230.0257346,294.6783026,290.0794152,148.3953862,221.750523,<LOQ,127.1217252,86.48761014,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,130.7519365
67,Dextromethorphan,0.9977,5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ,25.51397087,96.01468286,60.10223559,64.51457333,64.75085754,61.166212,52.36801706,64.83036868,54.26600151,136.6950283,48.92604804,114.7245479,139.0497528,79.02869112,77.56948294,81.01728404,81.392791,71.04635505,51.38891396,68.8359132,92.29542797,70.81228264,28.24865801,67.69545555,70.26514195,172.6232091,57.59914796,65.89269416,87.80493766,64.78622107,102.2340891,98.69977015,48.99885106,85.60887337,63.98591367,90.81795641,70.8564388,58.30207012,90.83760749,157.2450543,129.1841615,121.5843732,101.3252539,112.2026239,109.3454047,105.5612265,101.6295794,93.58206508,100.8319436,93.98744705,91.33207808,97.05070809,81.52848253,111.7135076,70.55586288,53.62918006,82.29215022,<LOQ,<LOQ,<LOQ
